Gene stable ID	Gene name	AFFY Zebrafish probe
ENSDARG00000069909	HTRA2 (1 of many)	Dr.18644.1.A1_at
ENSDARG00000069909	HTRA2 (1 of many)	Dr.18644.1.A1_at
ENSDARG00000093059	lgals9l6	Dr.22148.1.A1_at
ENSDARG00000093059	lgals9l6	Dr.22148.1.A1_at
ENSDARG00000069909	HTRA2 (1 of many)	Dr.18644.1.A1_at
ENSDARG00000009499	syne1a	Dr.3318.1.A1_at
ENSDARG00000030805	znhit2	Dr.12648.1.A1_at
ENSDARG00000045696	mrpl23	Dr.11081.1.S1_at
ENSDARG00000103306	BX927130.4	Dr.3197.2.S1_at
ENSDARG00000018882	jak2b	Dr.8116.1.S1_at
ENSDARG00000030805	znhit2	Dr.12648.1.A1_at
ENSDARG00000102070	tbc1d10aa	Dr.16833.1.A1_at
ENSDARG00000102070	tbc1d10aa	Dr.10071.1.A1_at
ENSDARG00000045696	mrpl23	Dr.11081.1.S1_at
ENSDARG00000102070	tbc1d10aa	Dr.16833.1.A1_at
ENSDARG00000102070	tbc1d10aa	Dr.10071.1.A1_at
ENSDARG00000009499	syne1a	Dr.3318.1.A1_at
ENSDARG00000006196	sav1	Dr.23018.1.A1_at
ENSDARG00000103306	BX927130.4	Dr.3197.2.S1_at
ENSDARG00000098681	CU207221.2	Dr.24952.3.S1_at
ENSDARG00000087780	tiam2a	Dr.16157.1.S1_at
ENSDARG00000069058	lgals9l4	Dr.22148.1.A1_at
ENSDARG00000087780	tiam2a	Dr.16157.1.S1_at
ENSDARG00000079949	supt16h	Dr.20775.1.A1_at
ENSDARG00000079949	supt16h	Dr.20775.1.A1_x_at
ENSDARG00000104353	nop58	Dr.20916.1.A1_at
ENSDARG00000104353	nop58	Dr.282.1.S1_at
ENSDARG00000058480	chtf18	Dr.15550.1.A1_at
ENSDARG00000058480	chtf18	Dr.20903.1.S1_at
ENSDARG00000087780	tiam2a	Dr.16157.1.S1_at
ENSDARG00000079949	supt16h	Dr.20775.1.A1_at
ENSDARG00000079949	supt16h	Dr.20775.1.A1_x_at
ENSDARG00000102975	hmp19	Dr.25676.1.A1_at
ENSDARG00000036721	tomm40l	Dr.15545.1.A1_at
ENSDARG00000079949	supt16h	Dr.20775.1.A1_at
ENSDARG00000079949	supt16h	Dr.20775.1.A1_x_at
ENSDARG00000023152	wdr73	Dr.17260.1.A1_at
ENSDARG00000079949	supt16h	Dr.20775.1.A1_at
ENSDARG00000079949	supt16h	Dr.20775.1.A1_x_at
ENSDARG00000104353	nop58	Dr.20916.1.A1_at
ENSDARG00000104353	nop58	Dr.282.1.S1_at
ENSDARG00000098387	tmem176l.3a	Dr.16240.1.A1_at
ENSDARG00000001969	txlng	Dr.14735.1.A1_at
ENSDARG00000098934	rrp7a	Dr.24135.1.A1_at
ENSDARG00000001969	txlng	Dr.14735.1.A1_at
ENSDARG00000104353	nop58	Dr.20916.1.A1_at
ENSDARG00000104353	nop58	Dr.282.1.S1_at
ENSDARG00000055705	f5	Dr.18429.1.A1_at
ENSDARG00000104353	nop58	Dr.20916.1.A1_at
ENSDARG00000104353	nop58	Dr.282.1.S1_at
ENSDARG00000092319	BX323074.1	Dr.22479.1.A1_at
ENSDARG00000055705	f5	Dr.18429.1.A1_at
ENSDARG00000092319	BX323074.1	Dr.22479.1.A1_at
ENSDARG00000096454	ap1m2	Dr.20705.1.A1_at
ENSDARG00000092319	BX323074.1	Dr.22479.1.A1_at
ENSDARG00000055705	f5	Dr.18429.1.A1_at
ENSDARG00000092202	HTRA2 (1 of many)	Dr.18644.1.A1_at
ENSDARG00000092319	BX323074.1	Dr.22479.1.A1_at
ENSDARG00000092319	BX323074.1	Dr.22479.1.A1_at
ENSDARG00000038028	ndufa6	Dr.7751.1.S1_at
ENSDARG00000058480	chtf18	Dr.15550.1.A1_at
ENSDARG00000058480	chtf18	Dr.20903.1.S1_at
ENSDARG00000062221	si:ch211-135f11.1	Dr.24018.1.A1_at
ENSDARG00000062221	si:ch211-135f11.1	Dr.24018.1.A1_at
ENSDARG00000092202	HTRA2 (1 of many)	Dr.18644.1.A1_at
ENSDARG00000104178	trir	Dr.15916.1.S1_at
ENSDARG00000092202	HTRA2 (1 of many)	Dr.18644.1.A1_at
ENSDARG00000033307	igf2b	Dr.9288.1.S1_at
ENSDARG00000061096	dapk2a	Dr.22225.1.A1_at
ENSDARG00000092202	HTRA2 (1 of many)	Dr.18644.1.A1_at
ENSDARG00000015374	st3gal3a	Dr.15416.1.S1_at
ENSDARG00000074146	zgc:113452	Dr.13629.1.A1_at
ENSDARG00000016968	tmem214	Dr.4892.1.A1_at
ENSDARG00000016968	tmem214	Dr.16172.1.A1_s_at
ENSDARG00000074146	zgc:113452	Dr.13629.1.A1_at
ENSDARG00000098911	zgc:153293	Dr.16569.1.A1_at
ENSDARG00000016968	tmem214	Dr.4892.1.A1_at
ENSDARG00000016968	tmem214	Dr.16172.1.A1_s_at
ENSDARG00000015374	st3gal3a	Dr.15416.1.S1_at
ENSDARG00000102353	ddx47	Dr.14725.1.A1_at
ENSDARG00000074059	dlg5a	Dr.21562.1.A1_at
ENSDARG00000102353	ddx47	Dr.14725.1.A1_at
ENSDARG00000077084	col28a1a	Dr.17635.1.A1_at
ENSDARG00000075758	ywhabb	Dr.5301.1.S1_at
ENSDARG00000095545	si:dkey-33c12.12	Dr.18644.1.A1_at
ENSDARG00000095545	si:dkey-33c12.12	Dr.18644.1.A1_at
ENSDARG00000017602	ccng2	Dr.20083.1.A1_at
ENSDARG00000017602	ccng2	Dr.10051.1.A1_at
ENSDARG00000012982	nf1a	Dr.2156.1.A1_at
ENSDARG00000021324	nsun4	Dr.5991.1.A1_at
ENSDARG00000021324	nsun4	Dr.5991.2.S1_at
ENSDARG00000010784	ppp1r12a	Dr.11256.1.A1_at
ENSDARG00000012982	nf1a	Dr.2156.1.A1_at
ENSDARG00000094291	si:rp71-45g20.11	Dr.7110.1.S1_at
ENSDARG00000017602	ccng2	Dr.20083.1.A1_at
ENSDARG00000017602	ccng2	Dr.10051.1.A1_at
ENSDARG00000078991		Dr.5363.1.A1_at
ENSDARG00000039374	apool	Dr.9270.1.A1_at
ENSDARG00000093005	HTRA2 (1 of many)	Dr.18644.1.A1_at
ENSDARG00000093005	HTRA2 (1 of many)	Dr.18644.1.A1_at
ENSDARG00000036785	si:ch211-226m16.2	Dr.21366.1.S1_at
ENSDARG00000008105	mettl2a	Dr.25461.1.A1_at
ENSDARG00000045095	elac1	Dr.13263.1.A1_at
ENSDARG00000093550	BX005438.1	Dr.5685.2.S1_at
ENSDARG00000036785	si:ch211-226m16.2	Dr.21366.1.S1_at
ENSDARG00000045095	elac1	Dr.13263.1.A1_at
ENSDARG00000045095	elac1	Dr.13263.1.A1_at
ENSDARG00000010021	grpel1	Dr.5829.1.A1_at
ENSDARG00000010021	grpel1	Dr.5829.1.A1_at
ENSDARG00000070231	polh	Dr.5602.1.A1_at
ENSDARG00000039279	golga5	Dr.8896.1.A1_at
ENSDARG00000069074	cry1ba	Dr.2518.1.A1_at
ENSDARG00000016513	setd3	Dr.11469.1.A1_a_at
ENSDARG00000016513	setd3	Dr.11469.2.A1_a_at
ENSDARG00000016513	setd3	Dr.11469.1.A1_a_at
ENSDARG00000016513	setd3	Dr.11469.2.A1_a_at
ENSDARG00000100725	ephb4a	Dr.23044.1.A1_at
ENSDARG00000101622	mrps7	Dr.14649.1.A1_at
ENSDARG00000101622	mrps7	Dr.14649.2.S1_at
ENSDARG00000056907	si:rp71-45g20.10	Dr.7110.1.S1_at
ENSDARG00000070231	polh	Dr.5602.1.A1_at
ENSDARG00000032426	COQ8A (1 of many)	Dr.10550.1.A1_at
ENSDARG00000094403	si:dkey-33c12.10	Dr.18644.1.A1_at
ENSDARG00000094403	si:dkey-33c12.10	Dr.18644.1.A1_at
ENSDARG00000094403	si:dkey-33c12.10	Dr.18644.1.A1_at
ENSDARG00000005458	csnk1g2a	Dr.20528.1.A1_at
ENSDARG00000078059	nudcd2	Dr.23178.1.A1_s_at
ENSDARG00000078059	nudcd2	Dr.23178.1.A1_x_at
ENSDARG00000024717	selenbp1	Dr.18416.1.A1_at
ENSDARG00000076317		Dr.330.1.A1_at
ENSDARG00000029955	glb1l	Dr.12080.1.A1_at
ENSDARG00000005458	csnk1g2a	Dr.20528.1.A1_at
ENSDARG00000005458	csnk1g2a	Dr.20528.1.A1_at
ENSDARG00000020448	adi1	Dr.20538.1.A1_at
ENSDARG00000020448	adi1	Dr.9210.2.S1_a_at
ENSDARG00000029609	macrod1	Dr.25741.1.A1_at
ENSDARG00000006062	akap1b	Dr.13188.2.A1_a_at
ENSDARG00000024398	get4	Dr.15607.1.S1_at
ENSDARG00000100725	ephb4a	Dr.5764.1.S1_at
ENSDARG00000024398	get4	Dr.15607.1.S1_at
ENSDARG00000018637	sec61g	Dr.12512.1.S1_at
ENSDARG00000006062	akap1b	Dr.13188.2.A1_a_at
ENSDARG00000076317		Dr.330.1.A1_at
ENSDARG00000018637	sec61g	Dr.12512.1.S1_at
ENSDARG00000006062	akap1b	Dr.13188.2.A1_a_at
ENSDARG00000029248	fubp1	Dr.4133.2.S1_at
ENSDARG00000029248	fubp1	Dr.26505.1.A1_at
ENSDARG00000029248	fubp1	Dr.4133.1.A1_at
ENSDARG00000018637	sec61g	Dr.12512.1.S1_at
ENSDARG00000086222	nat16	Dr.13858.1.A1_at
ENSDARG00000059360	srsf3b	Dr.3509.1.S1_at
ENSDARG00000009950	edf1	Dr.9707.1.S1_at
ENSDARG00000059360	srsf3b	Dr.3509.1.S1_at
ENSDARG00000022254	prkcbb	Dr.15087.1.A1_at
ENSDARG00000059360	srsf3b	Dr.3509.1.S1_at
ENSDARG00000024717	selenbp1	Dr.18416.1.A1_at
ENSDARG00000036500	fam122b	Dr.14775.2.A1_at
ENSDARG00000036500	fam122b	Dr.14775.1.A1_at
ENSDARG00000045130	klhl11	Dr.12709.1.S1_at
ENSDARG00000037177	zc3h13	Dr.13227.1.A1_a_at
ENSDARG00000008886	msx1b	Dr.24779.1.S1_at
ENSDARG00000056917	si:rp71-45g20.4	Dr.7110.1.S1_at
ENSDARG00000069139	grik1a	Dr.14817.1.A1_at
ENSDARG00000004870	psen1	Dr.8310.1.S1_at
ENSDARG00000004870	psen1	Dr.14679.1.A1_s_at
ENSDARG00000059360	srsf3b	Dr.3509.1.S1_at
ENSDARG00000094100	BX323559.4	Dr.9888.1.A1_at
ENSDARG00000069139	grik1a	Dr.14817.1.A1_at
ENSDARG00000037177	zc3h13	Dr.13227.1.A1_a_at
ENSDARG00000035505	nelfb	Dr.7707.1.S1_at
ENSDARG00000094741	HTRA2 (1 of many)	Dr.18644.1.A1_at
ENSDARG00000037177	zc3h13	Dr.13227.1.A1_a_at
ENSDARG00000069139	grik1a	Dr.14817.1.A1_at
ENSDARG00000004870	psen1	Dr.8310.1.S1_at
ENSDARG00000076667	ccng1	Dr.1212.1.S1_at
ENSDARG00000069139	grik1a	Dr.14817.1.A1_at
ENSDARG00000094741	HTRA2 (1 of many)	Dr.18644.1.A1_at
ENSDARG00000010779	tlk2	Dr.7649.1.A1_at
ENSDARG00000094741	HTRA2 (1 of many)	Dr.18644.1.A1_at
ENSDARG00000040059	gbp	Dr.8146.1.S1_at
ENSDARG00000015780	ankrd46b	Dr.18723.1.A1_at
ENSDARG00000023040	zbtb1	Dr.16089.1.S1_at
ENSDARG00000023040	zbtb1	Dr.26061.1.A1_at
ENSDARG00000058567	avp	Dr.20033.1.S1_at
ENSDARG00000105407	CU459186.8	Dr.22479.1.A1_at
ENSDARG00000015780	ankrd46b	Dr.18723.1.A1_at
ENSDARG00000105407	CU459186.8	Dr.22479.1.A1_at
ENSDARG00000010779	tlk2	Dr.7649.1.A1_at
ENSDARG00000105407	CU459186.8	Dr.22479.1.A1_at
ENSDARG00000105407	CU459186.8	Dr.22479.1.A1_at
ENSDARG00000035505	nelfb	Dr.7707.1.S1_at
ENSDARG00000002523	hsdl2	Dr.3647.1.A1_at
ENSDARG00000002523	hsdl2	Dr.3647.2.S1_at
ENSDARG00000002523	hsdl2	Dr.3647.2.S1_at
ENSDARG00000035505	nelfb	Dr.7707.1.S1_at
ENSDARG00000020596	fam73a	Dr.683.1.A1_at
ENSDARG00000002523	hsdl2	Dr.3647.1.A1_at
ENSDARG00000002523	hsdl2	Dr.3647.2.S1_at
ENSDARG00000035505	nelfb	Dr.7707.1.S1_at
ENSDARG00000093443	BX323559.2	Dr.3197.2.S1_at
ENSDARG00000028815	zgc:162945	Dr.4565.1.A1_at
ENSDARG00000020596	fam73a	Dr.683.1.A1_at
ENSDARG00000006758	fam234b	Dr.21652.1.A1_at
ENSDARG00000061355	aoc1	Dr.14583.1.A1_at
ENSDARG00000006758	fam234b	Dr.21652.1.A1_at
ENSDARG00000024598	homezb	Dr.11265.1.A1_at
ENSDARG00000052606	dpp9	Dr.11668.1.A1_at
ENSDARG00000062594	coq7	Dr.19634.1.S1_at
ENSDARG00000092380	HTRA2 (1 of many)	Dr.18644.1.A1_at
ENSDARG00000092380	HTRA2 (1 of many)	Dr.18644.1.A1_at
ENSDARG00000092380	HTRA2 (1 of many)	Dr.18644.1.A1_at
ENSDARG00000040432	klf2b	Dr.9976.1.S1_at
ENSDARG00000095897	atp5e	Dr.893.2.S1_at
ENSDARG00000040432	klf2b	Dr.9976.1.S1_at
ENSDARG00000056773	zgc:163079	Dr.6224.1.A1_at
ENSDARG00000095897	atp5e	Dr.893.2.S1_at
ENSDARG00000033170	sult2st1	Dr.25239.1.S1_at
ENSDARG00000033170	sult2st1	Dr.12369.1.A1_at
ENSDARG00000001754	noc2l	Dr.2399.1.A1_at
ENSDARG00000102486	si:ch73-359m17.11	Dr.22464.1.A1_at
ENSDARG00000102486	si:ch73-359m17.11	Dr.22464.1.A1_at
ENSDARG00000033170	sult2st1	Dr.25239.1.S1_at
ENSDARG00000033170	sult2st1	Dr.12369.1.A1_at
ENSDARG00000057912	eif1axb	Dr.20386.2.S1_at
ENSDARG00000057912	eif1axb	Dr.20386.3.S1_at
ENSDARG00000057912	eif1axb	Dr.20386.2.S1_a_at
ENSDARG00000057912	eif1axb	Dr.20386.3.S1_at
ENSDARG00000103977	terf2ip	Dr.9202.1.A1_a_at
ENSDARG00000103977	terf2ip	Dr.9202.2.A1_x_at
ENSDARG00000058729	akirin2	Dr.4764.1.S1_at
ENSDARG00000020345	clasp2	Dr.14760.1.A1_at
ENSDARG00000011582	sox5	Dr.11222.1.A1_at
ENSDARG00000103977	terf2ip	Dr.9202.1.A1_a_at
ENSDARG00000103977	terf2ip	Dr.9202.2.A1_x_at
ENSDARG00000093921	BX276103.2	Dr.22479.1.A1_at
ENSDARG00000093921	BX276103.2	Dr.22479.1.A1_at
ENSDARG00000011582	sox5	Dr.11222.1.A1_at
ENSDARG00000093921	BX276103.2	Dr.22479.1.A1_at
ENSDARG00000102145	ccdc77	Dr.10395.1.A1_at
ENSDARG00000014196	myl1	Dr.1448.1.S1_at
ENSDARG00000016059	rab5b	Dr.13182.1.A1_at
ENSDARG00000102145	ccdc77	Dr.10395.1.A1_at
ENSDARG00000056600	papss2b	Dr.6695.1.S1_at
ENSDARG00000020345	clasp2	Dr.14760.1.A1_at
ENSDARG00000016059	rab5b	Dr.13182.1.A1_at
ENSDARG00000020345	clasp2	Dr.14760.1.A1_at
ENSDARG00000052390	tmed8	Dr.16131.1.A1_at
ENSDARG00000023648	idh3g	Dr.9653.1.A1_at
ENSDARG00000100864	BX004873.4	Dr.16296.2.A1_x_at
ENSDARG00000068629	cd151l	Dr.7676.3.S1_a_at
ENSDARG00000012572	polr3f	Dr.24983.1.S1_at
ENSDARG00000058606	sik1	Dr.22971.1.A1_at
ENSDARG00000092094	si:dkey-112g5.11	Dr.18644.1.A1_at
ENSDARG00000068629	cd151l	Dr.7676.3.S1_a_at
ENSDARG00000062469	hipk3a	Dr.7258.1.A1_at
ENSDARG00000092094	si:dkey-112g5.11	Dr.18644.1.A1_at
ENSDARG00000092094	si:dkey-112g5.11	Dr.18644.1.A1_at
ENSDARG00000058729	akirin2	Dr.4764.1.S1_at
ENSDARG00000062469	hipk3a	Dr.7258.1.A1_at
ENSDARG00000087779	pum3	Dr.13286.1.S1_at
ENSDARG00000058729	akirin2	Dr.4764.1.S1_at
ENSDARG00000068629	cd151l	Dr.7676.3.S1_a_at
ENSDARG00000068629	cd151l	Dr.7676.1.A1_at
ENSDARG00000020345	clasp2	Dr.14760.1.A1_at
ENSDARG00000061895	usp32	Dr.6033.1.A1_at
ENSDARG00000087779	pum3	Dr.13286.1.S1_at
ENSDARG00000020345	clasp2	Dr.14760.1.A1_at
ENSDARG00000005191	ahcy	Dr.6924.1.S1_at
ENSDARG00000020956	pck2	Dr.3394.1.A1_at
ENSDARG00000061120	slc43a2b	Dr.20197.1.A1_at
ENSDARG00000058650	dpm3	Dr.13512.1.S1_at
ENSDARG00000092962	BX004981.2	Dr.23206.1.A1_at
ENSDARG00000092962	BX004981.2	Dr.23206.1.A1_at
ENSDARG00000061120	slc43a2b	Dr.20197.1.A1_at
ENSDARG00000062837	spata13	Dr.14043.1.A1_at
ENSDARG00000099871	myo7aa	Dr.10454.1.S1_at
ENSDARG00000058372	mcph1	Dr.15463.1.S1_at
ENSDARG00000044362	unc119b	Dr.12612.1.S1_at
ENSDARG00000044362	unc119b	Dr.16375.1.A1_at
ENSDARG00000099871	myo7aa	Dr.10454.1.S1_at
ENSDARG00000012981	osbpl7	Dr.24867.2.A1_at
ENSDARG00000036071	gtf2h4	Dr.188.1.A1_at
ENSDARG00000023648	idh3g	Dr.9653.1.A1_at
ENSDARG00000097456	coa3b	Dr.6424.1.A1_at
ENSDARG00000036071	gtf2h4	Dr.188.1.A1_at
ENSDARG00000023648	idh3g	Dr.9653.1.A1_at
ENSDARG00000071460	si:ch211-234p6.5	Dr.12739.1.A1_at
ENSDARG00000099871	myo7aa	Dr.10454.1.S1_at
ENSDARG00000016255	chmp4ba	Dr.893.1.S1_at
ENSDARG00000028748	tm9sf3	Dr.24970.1.S1_at
ENSDARG00000010301	b4galt6	Dr.20808.1.S1_at
ENSDARG00000010301	b4galt6	Dr.25680.1.A1_at
ENSDARG00000010301	b4galt6	Dr.20808.1.S1_at
ENSDARG00000074340	serf2	Dr.14289.1.S1_at
ENSDARG00000058372	mcph1	Dr.15463.1.S1_at
ENSDARG00000026865	fam107b	Dr.2247.1.S1_at
ENSDARG00000002467	rdh14b	Dr.23169.1.A1_at
ENSDARG00000074340	serf2	Dr.14289.1.S1_at
ENSDARG00000010301	b4galt6	Dr.20808.1.S1_at
ENSDARG00000074340	serf2	Dr.14289.1.S1_at
ENSDARG00000010301	b4galt6	Dr.20808.1.S1_at
ENSDARG00000010301	b4galt6	Dr.25680.1.A1_at
ENSDARG00000105190	rhbdl3	Dr.25770.3.A1_at
ENSDARG00000105190	rhbdl3	Dr.2439.1.A1_at
ENSDARG00000026865	fam107b	Dr.2247.1.S1_at
ENSDARG00000069397	zswim8	Dr.25347.1.A1_at
ENSDARG00000105190	rhbdl3	Dr.25770.3.A1_at
ENSDARG00000105190	rhbdl3	Dr.2439.1.A1_at
ENSDARG00000105190	rhbdl3	Dr.25770.3.A1_at
ENSDARG00000105190	rhbdl3	Dr.2439.1.A1_at
ENSDARG00000069397	zswim8	Dr.25347.1.A1_at
ENSDARG00000069397	zswim8	Dr.25347.1.A1_at
ENSDARG00000077372	tfr1b	Dr.7226.1.S1_at
ENSDARG00000070463	e2f3	Dr.2722.1.A1_at
ENSDARG00000037284	ptges3a	Dr.5031.1.S1_at
ENSDARG00000016177	eif4enif1	Dr.3352.1.A1_at
ENSDARG00000039424	snrpb2	Dr.14007.1.S1_at
ENSDARG00000041140	ddb2	Dr.25576.1.A1_at
ENSDARG00000016177	eif4enif1	Dr.3352.1.A1_at
ENSDARG00000070463	e2f3	Dr.2722.1.A1_at
ENSDARG00000041140	ddb2	Dr.25576.1.A1_at
ENSDARG00000039424	snrpb2	Dr.14007.1.S1_at
ENSDARG00000016177	eif4enif1	Dr.3352.1.A1_at
ENSDARG00000041140	ddb2	Dr.25576.1.A1_at
ENSDARG00000021442	cdh11	Dr.251.1.S1_at
ENSDARG00000021442	cdh11	Dr.21810.1.A1_at
ENSDARG00000021442	cdh11	Dr.251.1.S1_at
ENSDARG00000021442	cdh11	Dr.21810.1.A1_at
ENSDARG00000067656	kcmf1	Dr.13584.1.S1_at
ENSDARG00000002479	ercc6l	Dr.19263.1.S1_at
ENSDARG00000002479	ercc6l	Dr.9388.1.A1_at
ENSDARG00000042747	coasy	Dr.17697.1.A1_at
ENSDARG00000016443	eif3c	Dr.20070.1.S1_at
